SalesOrderID,SalesOrderDetailID,OrderQty,ProductID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate,,,,,
71782,110691,3,961,$445.41,0.00%,"$1,336.23",35BA4320-0EF4-46C4-8E1B-71201D1F4FC5,6/1/2008,,,,,
71782,110692,2,979,$445.41,0.00%,$890.82,BC718813-1D25-49C8-9369-4EC056C040D7,6/1/2008,,,,,
71782,110693,2,958,$445.41,0.00%,$890.82,6A61199F-48C9-4DD1-8FC1-5825A1C8C7AE,6/1/2008,,,,,
71782,110694,1,963,$445.41,0.00%,$445.41,48EADA4B-B0A7-4CD4-BD00-E7B8EEBBCFDE,6/1/2008,,,,,
71782,110695,1,953,$728.91,0.00%,$728.91,8C2BE39E-66D9-437D-8D18-233702BC27B5,6/1/2008,,,,,
71782,110696,2,968,"$1,430.44",0.00%,"$2,860.88",56F9396B-53F8-4386-8F08-6FEB33125913,6/1/2008,,,,,
71782,110697,2,951,$242.99,0.00%,$485.99,35D889D9-676A-4B95-A2EA-28DA743C25A7,6/1/2008,,,,,
71782,110698,2,945,$54.89,0.00%,$109.79,2D3AEF50-9ACE-4B59-BE1F-B9D709ECBDE2,6/1/2008,,,,,
71782,110699,1,916,$31.58,0.00%,$31.58,20812393-5001-46EB-A7F6-69C537CBB76E,6/1/2008,,,,,
71782,110700,1,886,$200.05,0.00%,$200.05,C09D7227-B5CB-4E1F-8489-C5456C71516E,6/1/2008,,,,,
71782,110701,1,892,$602.35,0.00%,$602.35,00233509-2F29-4F6E-B84C-E1D38536D432,6/1/2008,,,,,
71782,110702,1,893,$602.35,0.00%,$602.35,DF0FF5CA-B71F-49AB-852E-F4F1C934CE7A,6/1/2008,,,,,
71782,110703,6,881,$32.39,0.00%,$194.36,87172507-65EE-414F-A162-1BC35F7AFF1F,6/1/2008,,,,,
71782,110704,4,883,$32.39,0.00%,$129.58,A62B4EA2-985B-4C65-91D2-94E57A3B1A50,6/1/2008,,,,,
71782,110705,1,859,$14.69,0.00%,$14.69,84402784-60D8-4A3B-B982-97661B060511,6/1/2008,,,,,
71782,110706,4,865,$38.10,0.00%,$152.40,2FDE7943-7F34-42E3-A6F6-D8D8BA64103E,6/1/2008,,,,,
71782,110707,9,880,$32.99,0.00%,$296.95,BC88C745-58EB-4681-9381-68FEF23D9334,6/1/2008,,,,,
71782,110708,6,711,$20.99,0.00%,$125.96,C4DF556D-3A50-4E6D-BA45-4AD9C58CB4D5,6/1/2008,,,,,
71782,110709,3,707,$20.99,0.00%,$62.98,EEFF1625-7749-4F51-A01D-3A9776B774F1,6/1/2008,,,,,
71783,110710,4,738,$202.33,0.00%,$809.33,6600BD56-0E8E-4708-88AD-8B81CDDE0C66,6/1/2008,,,,,
71783,110711,6,939,$37.25,0.00%,$223.52,49FF2935-0B3D-4BED-91D0-454C71A2CBBE,6/1/2008,,,,,
71783,110712,3,793,"$1,466.01",0.00%,"$4,398.03",A13C9FA5-A227-4D2E-B1B9-4982187EDC65,6/1/2008,,,,,
71783,110713,4,977,$323.99,0.00%,"$1,295.98",CF2858D7-F54F-4954-A9F2-87E132352D4E,6/1/2008,,,,,
71783,110714,9,880,$32.99,0.00%,$296.95,BFBD21A7-253A-411A-9FE7-56884370529E,6/1/2008,,,,,
71783,110715,7,859,$14.69,0.00%,$102.86,9CA42575-6BD2-4063-904A-F89DCDBFA00F,6/1/2008,,,,,
71783,110716,25,976,$850.50,10.00%,"$19,136.14",F9E75552-B9D0-4CFE-AC23-ABBFFA8DA03B,6/1/2008,,,,,
71783,110717,6,714,$29.99,0.00%,$179.96,4003A2A8-7365-4F8B-9FEF-53D14B022E42,6/1/2008,,,,,
71783,110718,8,877,$4.77,0.00%,$38.16,3650C9AC-764F-4A62-BD44-C9C302643C49,6/1/2008,,,,,
71783,110719,1,813,$72.16,0.00%,$72.16,15B9C1AD-C3DE-474D-AC24-BF2062485549,6/1/2008,,,,,
71783,110720,6,881,$32.39,0.00%,$194.36,7F2DC14D-5F9B-4D50-8A47-98EA49A83CE3,6/1/2008,,,,,
71783,110721,6,873,$1.37,0.00%,$8.24,E447CABB-A2CD-4BB0-9927-A6285927BAEC,6/1/2008,,,,,
71783,110722,10,870,$2.99,0.00%,$29.94,93D36328-D201-49C3-981B-0082F93F305A,6/1/2008,,,,,
71783,110723,1,822,$356.90,0.00%,$356.90,710710B5-A4BE-4A71-8965-B5AC0C3F8732,6/1/2008,,,,,
71783,110724,1,799,$672.29,0.00%,$672.29,BD3A6BD9-2D94-4BB2-B033-2CB2B879B666,6/1/2008,,,,,
71783,110725,2,858,$14.69,0.00%,$29.39,17D042F8-7E71-4C98-A9E8-C06C6B046B9F,6/1/2008,,,,,
71783,110726,9,860,$14.69,0.00%,$132.25,69287890-5CF2-48D4-842E-1AF037E8880B,6/1/2008,,,,,
71783,110727,15,864,$34.93,5.00%,$497.68,95523468-78C9-4659-A9E2-408F6139C1BC,6/1/2008,,,,,
71783,110728,3,938,$24.29,0.00%,$72.88,6A7322F6-6E11-45C2-8B9E-004714CD9716,6/1/2008,,,,,
71783,110729,11,883,$31.31,2.00%,$337.57,2BC7D17C-CB36-4ACD-A45E-5F6F0336A15A,6/1/2008,,,,,
71783,110730,6,722,$202.33,0.00%,"$1,213.99",5E9D4A6A-6848-46C3-A6ED-4F5111B94302,6/1/2008,,,,,
71783,110731,9,884,$32.39,0.00%,$291.55,443C9252-F746-4EC0-B838-2B02BEE947F6,6/1/2008,,,,,
71783,110732,7,998,$323.99,0.00%,"$2,267.96",DB5FE5AD-EA68-4D7D-9B74-647141AC43B9,6/1/2008,,,,,
71783,110733,5,999,$323.99,0.00%,"$1,619.97",ABDB8300-FF35-45F5-B4CA-9F627024EE30,6/1/2008,,,,,
71783,110734,4,797,$672.29,0.00%,"$2,689.18",8F859C8B-6996-4E2D-9F0F-0DD0F8FEA8DB,6/1/2008,,,,,
71783,110735,1,798,$672.29,0.00%,$672.29,D27D3EB4-56C3-4877-9902-264B2A236EAD,6/1/2008,,,,,
71783,110736,1,801,$672.29,0.00%,$672.29,B9E766B8-CE94-4452-BB4B-02FA8138B193,6/1/2008,,,,,
71783,110737,5,973,"$1,020.59",0.00%,"$5,102.97",22203517-0010-48F1-A777-5BB735226508,6/1/2008,,,,,
71783,110738,13,974,$986.57,2.00%,"$12,568.96",AC5C5FC9-722C-4E0E-B1CA-BCF60CA65228,6/1/2008,,,,,
71783,110739,4,940,$48.59,0.00%,$194.38,E09A8710-17CF-4E93-8D1B-89AD798E9058,6/1/2008,,,,,
71783,110740,3,835,$356.90,0.00%,"$1,070.69",CC30CB7E-1260-48A9-8DEC-B7D95CC5533E,6/1/2008,,,,,
71783,110741,4,836,$356.90,0.00%,"$1,427.59",0A9A4BEF-BB06-49B2-942D-C8A2CD010A84,6/1/2008,,,,,
71783,110742,4,838,$858.90,0.00%,"$3,435.60",32E1242C-4571-46F4-B749-FDC8224186C8,6/1/2008,,,,,
71783,110743,2,718,$858.90,0.00%,"$1,717.80",033A43F7-A88B-4D7C-8308-BC2AE7EC9779,6/1/2008,,,,,
71783,110744,17,715,$27.49,5.00%,$444.04,B67B428A-14E3-4246-8D86-48CEEC873E8B,6/1/2008,,,,,
71783,110745,4,716,$29.99,0.00%,$119.98,00C305B1-2D9C-488C-AE9D-983DCDA1DF06,6/1/2008,,,,,
71783,110746,1,875,$5.39,0.00%,$5.39,115CB3DE-68BF-433C-934F-BF6EAD607011,6/1/2008,,,,,
71783,110747,10,865,$38.10,0.00%,$381.00,9D1DFC31-93D5-463A-B188-6DE1A93A79B1,6/1/2008,,,,,
71783,110748,11,712,$5.21,2.00%,$56.21,4DC0622C-E097-4B89-8466-148FCD95E6FB,6/1/2008,,,,,
71783,110749,15,711,$19.24,5.00%,$274.23,E671D916-17C3-4DD1-B086-2B08B84877E2,6/1/2008,,,,,
71783,110750,2,876,$72.00,0.00%,$144.00,65412ADA-B387-4EDF-B099-697CCF1F6CF7,6/1/2008,,,,,
71783,110751,10,707,$20.99,0.00%,$209.94,D29B2630-1485-4FDE-8A3F-7C677A3CC567,6/1/2008,,,,,
71783,110752,11,708,$20.29,2.00%,$218.77,71F6FBBF-3B29-4F55-ABD3-3577D6786501,6/1/2008,,,,,
71784,110753,2,711,$20.99,0.00%,$41.99,D673A683-66C1-41D9-9C18-0F358E135AB7,6/1/2008,,,,,
71784,110754,8,885,$602.35,0.00%,"$4,818.77",701CAC38-5268-4EE9-A66F-BA5E0F578743,6/1/2008,,,,,
71784,110755,2,954,"$1,430.44",0.00%,"$2,860.88",0F40EF26-3A85-46A8-BBB2-A9B063AA43DD,6/1/2008,,,,,
71784,110756,11,870,$2.89,2.00%,$31.20,1E115C68-5AF1-41D7-86C2-66F881153C6E,6/1/2008,,,,,
71784,110757,8,865,$38.10,0.00%,$304.80,CC0C8BE2-787B-4C97-A568-02FACC05D55B,6/1/2008,,,,,
71784,110758,4,970,$728.91,0.00%,"$2,915.64",3B529926-7AE8-4805-BC73-7BA460E5F1AB,6/1/2008,,,,,
71784,110759,1,959,$445.41,0.00%,$445.41,D86EB183-494B-4BE4-889D-E14A16C29C9D,6/1/2008,,,,,
71784,110760,9,714,$29.99,0.00%,$269.95,847F0227-DED8-4717-8F6F-DDAEACDD7CA0,6/1/2008,,,,,
71784,110761,10,712,$5.39,0.00%,$53.94,85648CF9-A6E2-4DDC-AB71-D77D8CA27A12,6/1/2008,,,,,
71784,110762,4,972,$728.91,0.00%,"$2,915.64",25E7C0F0-DAEA-4761-89FC-9B65CAA00648,6/1/2008,,,,,
71784,110763,8,877,$4.77,0.00%,$38.16,5995A5A1-56FE-486A-8AC3-A96630355F1D,6/1/2008,,,,,
71784,110764,5,716,$29.99,0.00%,$149.97,2258C121-5ABA-4D57-A8DE-56A6493F4547,6/1/2008,,,,,
71784,110765,11,965,$430.56,2.00%,"$4,641.47",4C8645BC-6DA7-465A-A1B8-9795C30920E5,6/1/2008,,,,,
71784,110766,6,958,$445.41,0.00%,"$2,672.46",7FC16257-7D13-4B56-BCDF-8406522E5AE4,6/1/2008,,,,,
71784,110767,6,876,$72.00,0.00%,$432.00,B488C4C2-E995-4314-BD7F-FBEACE20383E,6/1/2008,,,,,
71784,110768,2,899,$200.05,0.00%,$400.10,851A9448-2136-49CD-BE6A-1E3CF23EF28A,6/1/2008,,,,,
71784,110769,6,858,$14.69,0.00%,$88.16,9BF2D259-BF1E-4F41-9F37-F56A78E26A19,6/1/2008,,,,,
71784,110770,4,889,$602.35,0.00%,"$2,409.38",9BB4B933-991F-4F9C-9BED-948C8023E1FB,6/1/2008,,,,,
71784,110771,7,962,$445.41,0.00%,"$3,117.87",99D641DD-76D5-4334-9E55-99FF78125A94,6/1/2008,,,,,
71784,110772,2,895,$200.05,0.00%,$400.10,61EFC1C5-71CE-4537-9EDE-723DD776A042,6/1/2008,,,,,
71784,110773,12,957,"$1,382.76",2.00%,"$16,261.26",2608ABCF-0D68-4ADC-9F2F-45B931B3417D,6/1/2008,,,,,
71784,110774,8,979,$445.41,0.00%,"$3,563.28",3B2DD1D1-CA84-40B0-9EE2-E8D97242760B,6/1/2008,,,,,
71784,110775,3,961,$445.41,0.00%,"$1,336.23",4CFCD54C-299D-491C-ACAA-86F2C2DD98EF,6/1/2008,,,,,
71784,110776,5,963,$445.41,0.00%,"$2,227.05",16FD8CCE-6D5D-4642-9D56-56D146310752,6/1/2008,,,,,
71784,110777,3,953,$728.91,0.00%,"$2,186.73",5645B1BA-251A-4515-AA9A-6E9E86EEA4E7,6/1/2008,,,,,
71784,110778,4,966,"$1,430.44",0.00%,"$5,721.77",E09D1EB7-627D-43ED-97AA-96BE7FAD32C3,6/1/2008,,,,,
71784,110779,6,967,"$1,430.44",0.00%,"$8,582.65",0C2A84E5-A1E1-4A00-993F-19B4819AFBE0,6/1/2008,,,,,
71784,110780,10,969,"$1,430.44",0.00%,"$14,304.42",A8EF0789-B2DA-411F-B777-DA449389D319,6/1/2008,,,,,
71784,110781,2,955,"$1,430.44",0.00%,"$2,860.88",E8902B25-0C11-48F1-BA14-3A18072AE4DF,6/1/2008,,,,,
71784,110782,2,916,$31.58,0.00%,$63.17,DEEFDF0C-FA8E-40CE-AB16-41F51B043796,6/1/2008,,,,,
71784,110783,3,896,$200.05,0.00%,$600.16,EC43C98A-6838-4941-A503-3504B14FBE6B,6/1/2008,,,,,
71784,110784,1,900,$200.05,0.00%,$200.05,3DBF3836-B3A9-48BA-8241-61DEA20DE368,6/1/2008,,,,,
71784,110785,1,893,$602.35,0.00%,$602.35,061C861D-CADA-4884-A224-4DE4C00E97E5,6/1/2008,,,,,
71784,110786,8,715,$29.99,0.00%,$239.95,937FC41C-A818-473D-88B4-D5FC930230F1,6/1/2008,,,,,
71784,110787,6,881,$32.39,0.00%,$194.36,281D1C72-EC9A-4E76-93B8-F83217A26A2E,6/1/2008,,,,,
71784,110788,7,883,$32.39,0.00%,$226.76,B7B5995F-02C9-473B-BBB5-1189F87832DC,6/1/2008,,,,,
71784,110789,3,884,$32.39,0.00%,$97.18,0437F448-EDF0-48ED-8A88-0743E136D2DA,6/1/2008,,,,,
71784,110790,5,859,$14.69,0.00%,$73.47,C466499E-5284-4B18-9E65-6C3628788963,6/1/2008,,,,,
71784,110791,23,864,$34.93,5.00%,$763.11,EDB4ED91-8E46-4E5E-9195-E476B7D2AD67,6/1/2008,,,,,
71784,110792,9,880,$32.99,0.00%,$296.95,75F2181F-AD5C-4DC4-A52F-66CD7CAC3F7B,6/1/2008,,,,,
71784,110793,8,873,$1.37,0.00%,$10.99,2B64CA83-B2FB-4AE5-A9EC-9EA1637317DB,6/1/2008,,,,,
71784,110794,10,707,$20.99,0.00%,$209.94,B86D13FA-2545-4E15-9AB5-1162C1374A6C,6/1/2008,,,,,
71784,110795,12,708,$20.29,2.00%,$238.66,21CBCFA9-6E2E-408F-AA28-CCC84FD4C60E,6/1/2008,,,,,
71796,111018,1,891,$602.35,0.00%,$602.35,DD91E489-43B3-45C6-A4EA-E4D2E650019E,6/1/2008,,,,,
71796,111019,8,972,$728.91,0.00%,"$5,831.28",46260489-CE09-41D8-ACE1-916E300D83C7,6/1/2008,,,,,
71796,111020,2,953,$728.91,0.00%,"$1,457.82",C163C562-3ED8-41E3-AA66-2A78C3A7BFD0,6/1/2008,,,,,
71796,111021,1,916,$31.58,0.00%,$31.58,18849A7F-AB84-4F0D-9345-A437AD535053,6/1/2008,,,,,
71796,111022,5,958,$445.41,0.00%,"$2,227.05",13186B9F-42FC-487C-90FD-4EA96D113233,6/1/2008,,,,,
71796,111023,3,957,"$1,430.44",0.00%,"$4,291.33",2DF66E6B-21E5-43B4-A91C-57FFD3033E18,6/1/2008,,,,,
71796,111024,9,969,"$1,430.44",0.00%,"$12,873.98",24D90386-E9B3-40C4-8D04-EF0E2ACD30BB,6/1/2008,,,,,
71796,111025,2,967,"$1,430.44",0.00%,"$2,860.88",73FF8746-1FA6-425A-99F0-3C76ED213701,6/1/2008,,,,,
71796,111026,3,979,$445.41,0.00%,"$1,336.23",A96ADF3D-3F0E-439F-AD3C-23846C5F51EC,6/1/2008,,,,,
71796,111027,7,961,$445.41,0.00%,"$3,117.87",32CBB9F9-6747-4B46-89C7-176928A7B742,6/1/2008,,,,,
71796,111028,2,965,$445.41,0.00%,$890.82,4B67900D-8A1A-40D8-B654-73CFA183AC2E,6/1/2008,,,,,
71796,111029,1,970,$728.91,0.00%,$728.91,B94D54D5-1146-43F1-BAAA-FD556194977C,6/1/2008,,,,,
71796,111030,3,954,"$1,430.44",0.00%,"$4,291.33",C5592D27-D2A7-4687-9D43-F2F034DA8E72,6/1/2008,,,,,
71796,111031,1,955,"$1,430.44",0.00%,"$1,430.44",9FC48164-06E3-47E3-8455-19F316C3014E,6/1/2008,,,,,
71796,111032,1,947,$54.94,0.00%,$54.94,FDEDAB25-D27E-4D66-BB57-6A699846C3E9,6/1/2008,,,,,
71796,111033,1,899,$200.05,0.00%,$200.05,77B7E9B6-142A-4216-8C71-F839990F536A,6/1/2008,,,,,
71796,111034,1,900,$200.05,0.00%,$200.05,C54D207B-7EC9-4EA5-B0A7-C37C1D759B03,6/1/2008,,,,,
71796,111035,6,892,$602.35,0.00%,"$3,614.08",A586DAF2-66E3-4EFF-93CE-A869C4EC6C51,6/1/2008,,,,,
71796,111036,1,893,$602.35,0.00%,$602.35,AFDFDED7-2118-465C-8BB2-10A322DC37C2,6/1/2008,,,,,
71796,111037,2,885,$602.35,0.00%,"$1,204.69",50CAFDBF-F978-4791-B376-386C2C22FA0C,6/1/2008,,,,,
71797,111038,4,711,$20.99,0.00%,$83.98,9CFABD92-779C-4893-9DD1-652291E0CD71,6/1/2008,,,,,
71797,111039,2,838,$858.90,0.00%,"$1,717.80",37AB902A-D1A1-421A-8AF0-89D144B28EFD,6/1/2008,,,,,
71797,111040,1,714,$29.99,0.00%,$29.99,4C9F3C90-9122-42A6-B423-A3F927D39235,6/1/2008,,,,,
71797,111041,4,940,$48.59,0.00%,$194.38,A0FCD9D2-E73D-4385-8711-F828C4DFCF41,6/1/2008,,,,,
71797,111042,16,883,$29.69,5.00%,$451.36,143B1DB9-9435-4EAE-BC04-AF7B1A1C273C,6/1/2008,,,,,
71797,111043,2,913,$31.58,0.00%,$63.17,11BAEC31-14FF-4009-B096-228A6687B44E,6/1/2008,,,,,
71797,111044,1,738,$202.33,0.00%,$202.33,DD6121FB-30E7-47FF-AF1C-61B8DC690F10,6/1/2008,,,,,
71797,111045,3,722,$202.33,0.00%,$607.00,AAB11DCE-3367-40C1-885C-CB7E72CDFDB9,6/1/2008,,,,,
71797,111046,5,835,$356.90,0.00%,"$1,784.49",DB72C511-BD31-4E2A-B65A-6DEC0AAD6AEF,6/1/2008,,,,,
71797,111047,1,718,$858.90,0.00%,$858.90,093129D0-66C4-44E6-AF23-45F0FBF0F1A4,6/1/2008,,,,,
71797,111048,4,715,$29.99,0.00%,$119.98,14C471C4-B9D4-41A4-A7AD-BF3E339630AD,6/1/2008,,,,,
71797,111049,5,716,$29.99,0.00%,$149.97,66FA5C4E-C414-46DB-B1E4-F29C56817D59,6/1/2008,,,,,
71797,111050,15,884,$29.69,5.00%,$423.15,59634B96-5836-4E10-999A-4ECF310B3B16,6/1/2008,,,,,
71797,111051,3,875,$5.39,0.00%,$16.18,37F87A70-AD19-4EED-B396-D1354AE8C08E,6/1/2008,,,,,
71797,111052,4,860,$14.69,0.00%,$58.78,C197D7FC-0CDA-4544-9556-0D890655E4F5,6/1/2008,,,,,
71797,111053,6,712,$5.39,0.00%,$32.36,665B21EE-2695-4156-8375-24FDF16BAD40,6/1/2008,,,,,
71797,111054,10,880,$32.99,0.00%,$329.94,0992F82C-B35C-4EB3-B1E2-9C1884A48510,6/1/2008,,,,,
71797,111055,6,873,$1.37,0.00%,$8.24,2324B995-DBF2-4792-B55D-5353428729D3,6/1/2008,,,,,
71797,111056,10,876,$72.00,0.00%,$720.00,ED545DAB-6BF4-4564-B2DD-2D31EB0CA083,6/1/2008,,,,,
71797,111057,7,977,$323.99,0.00%,"$2,267.96",0C938FED-3C16-450D-8937-3B039C9DDBD3,6/1/2008,,,,,
71797,111058,2,798,$672.29,0.00%,"$1,344.59",663DD90E-0941-419B-8493-6BB3E829F803,6/1/2008,,,,,
71797,111059,2,813,$72.16,0.00%,$144.32,7EC7B3B1-62EA-4C3F-A287-6514BE816D33,6/1/2008,,,,,
71797,111060,4,939,$37.25,0.00%,$149.02,169F98EF-1AC7-4487-BC92-C801AFCF0247,6/1/2008,,,,,
71797,111061,2,801,$672.29,0.00%,"$1,344.59",137EA529-E91D-404D-A2D4-5EDD73467162,6/1/2008,,,,,
71797,111062,6,998,$323.99,0.00%,"$1,943.96",7BBD426B-5571-43AC-A63B-11B9801D83B5,6/1/2008,,,,,
71797,111063,4,999,$323.99,0.00%,"$1,295.98",DA0727FC-962E-4444-A568-42279DE31654,6/1/2008,,,,,
71797,111064,3,938,$24.29,0.00%,$72.88,6BDF723F-E816-45AD-9285-5ED8E6504630,6/1/2008,,,,,
71797,111065,5,794,"$1,466.01",0.00%,"$7,330.05",1359B966-F7F4-4D6C-AE6B-99B5896B49B5,6/1/2008,,,,,
